"","Master","lowtag","utme","utmn","eartag1","eartag2","area","county","captyr","captmo","captday","traptype","landtype","locname","UTM.Zone","age","sex","freq","typeofmark","RwdExp","VIT","X2freq","CollarID","NeckCirc","captcomments","mtherlt","fwn1lt","fwn1frq","fwn2lt","fwn2frq","fwn3lt","fwn3frq","fwn4lt","fwn4frq","lowhigh","individual.local.identifier","event.id","visible","timestamp","location.long","location.lat","comments","gps.dop","gps.fix.type.raw","height.raw","sensor.type","individual.taxon.canonical.name","tag.local.identifier","study.name","NewDate","Year","WTYear","timelag","x","y","SeasonYear","SeasonYearBurst"
"46170","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862018901,"true","2019-03-25 03:30:21.000",-78.4460301,40.3329476,"DMAP North:166.3",1.4,"val. GPS-3D",375.67,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-25 03:30:21,"2019","20863_20887M_2019",16801201,1470494.16898366,2060451.82199609,"Spring19","20863_20887M_Spring19"
"46171","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862019109,"true","2019-03-25 07:00:23.000",-78.4531867,40.3361441,"DMAP North:166.3",2,"val. GPS-3D",374.77,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-25 07:00:23,"2019","20863_20887M_2019",12602,1469835.99276426,2060693.61491674,"Spring19","20863_20887M_Spring19"
"46172","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862019322,"true","2019-03-25 10:30:32.000",-78.4529584,40.3345587,"DMAP North:166.3",1.4,"val. GPS-3D",415.25,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-25 10:30:32,"2019","20863_20887M_2019",12609,1469887.35619917,2060522.54318851,"Spring19","20863_20887M_Spring19"
"46173","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862019514,"true","2019-03-25 14:00:18.000",-78.453182,40.3339233,"DMAP North:166.3",1.4,"val. GPS-3D",411.83,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-25 14:00:18,"2019","20863_20887M_2019",12586,1469881.84436042,2060449.12921456,"Spring19","20863_20887M_Spring19"
"46174","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862019732,"true","2019-03-25 17:30:29.000",-78.4546751,40.334219,"DMAP North:166.3",1.2,"val. GPS-3D",376.25,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-25 17:30:29,"2019","20863_20887M_2019",12611,1469752.12726749,2060458.70460952,"Spring19","20863_20887M_Spring19"
"46175","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862019934,"true","2019-03-25 21:00:17.000",-78.45472,40.3338052,"DMAP North:166.3",1.2,"val. GPS-3D",427.27,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-25 21:00:17,"2019","20863_20887M_2019",12588,1469756.87872148,2060412.44487652,"Spring19","20863_20887M_Spring19"
"46176","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862020153,"true","2019-03-26 00:30:25.000",-78.4526923,40.3345006,"DMAP North:166.3",1.4,"val. GPS-3D",330.14,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-26 00:30:25,"2019","20863_20887M_2019",12608,1469910.58478834,2060520.24220546,"Spring19","20863_20887M_Spring19"
"46177","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862020352,"true","2019-03-26 04:00:18.000",-78.4530826,40.3345383,"DMAP North:166.3",1.2,"val. GPS-3D",402.47,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-26 04:00:18,"2019","20863_20887M_2019",12593,1469877.48720122,2060518.38445065,"Spring19","20863_20887M_Spring19"
"46178","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862020565,"true","2019-03-26 07:30:18.000",-78.4521734,40.3345845,"DMAP North:166.3",1.4,"val. GPS-3D",408.79,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-26 07:30:18,"2019","20863_20887M_2019",12600,1469951.8439813,2060537.47095598,"Spring19","20863_20887M_Spring19"
"46179","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862020784,"true","2019-03-26 11:00:22.000",-78.4541772,40.3342546,"DMAP North:166.3",1,"val. GPS-3D",396.31,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-26 11:00:22,"2019","20863_20887M_2019",12604,1469792.63639595,2060470.29034089,"Spring19","20863_20887M_Spring19"
"46180","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862020974,"true","2019-03-26 14:30:16.000",-78.4555636,40.331133,"DMAP North:166.3",1,"val. GPS-3D",399.79,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-26 14:30:16,"2019","20863_20887M_2019",12594,1469741.70401537,2060105.18890688,"Spring19","20863_20887M_Spring19"
"46181","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862021184,"true","2019-03-26 18:00:17.000",-78.4546163,40.3316046,"DMAP North:166.3",1.2,"val. GPS-3D",412.27,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-26 18:00:17,"2019","20863_20887M_2019",12601,1469810.51282833,2060171.70671449,"Spring19","20863_20887M_Spring19"
"46182","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862021406,"true","2019-03-26 21:30:20.000",-78.4529051,40.3325617,"DMAP North:166.3",1.2,"val. GPS-3D",407.59,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-26 21:30:20,"2019","20863_20887M_2019",12603,1469932.65223263,2060303.45088701,"Spring19","20863_20887M_Spring19"
"46183","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862021629,"true","2019-03-27 01:00:38.000",-78.4525664,40.3344229,"DMAP North:166.3",1.2,"val. GPS-3D",411.38,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-27 01:00:38,"2019","20863_20887M_2019",12618,1469922.60286419,2060513.62423894,"Spring19","20863_20887M_Spring19"
"46184","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862021828,"true","2019-03-27 04:30:20.000",-78.4527865,40.3346841,"DMAP North:166.3",1.4,"val. GPS-3D",398.85,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-27 04:30:20,"2019","20863_20887M_2019",12582,1469899.02632183,2060538.99912744,"Spring19","20863_20887M_Spring19"
"46185","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862022044,"true","2019-03-27 08:00:29.000",-78.452219,40.3343191,"DMAP North:166.3",1.2,"val. GPS-3D",369.33,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-27 08:00:29,"2019","20863_20887M_2019",12609,1469953.50060255,2060507.54260817,"Spring19","20863_20887M_Spring19"
"46186","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862022248,"true","2019-03-27 11:30:22.000",-78.4527236,40.3343226,"DMAP North:166.3",1,"val. GPS-3D",409.05,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-27 11:30:22,"2019","20863_20887M_2019",12593,1469911.63638996,2060500.1586467,"Spring19","20863_20887M_Spring19"
"46187","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862022466,"true","2019-03-27 15:00:33.000",-78.4520854,40.3347468,"DMAP North:166.3",1.2,"val. GPS-3D",415.38,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-27 15:00:33,"2019","20863_20887M_2019",12611,1469955.8097125,2060556.6986266,"Spring19","20863_20887M_Spring19"
"46188","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862022663,"true","2019-03-27 18:30:20.000",-78.4487625,40.3349687,"DMAP North:166.3",1.4,"val. GPS-3D",445.06,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-27 18:30:20,"2019","20863_20887M_2019",12587,1470226.47634163,2060632.30309214,"Spring19","20863_20887M_Spring19"
"46189","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862022883,"true","2019-03-27 22:00:27.000",-78.4474332,40.3354437,"DMAP North:166.3",1,"val. GPS-3D",367.49,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-27 22:00:27,"2019","20863_20887M_2019",12607,1470326.84427523,2060705.08251414,"Spring19","20863_20887M_Spring19"
"46190","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862023075,"true","2019-03-28 01:30:16.000",-78.4521558,40.3355154,"DMAP North:166.3",1,"val. GPS-3D",395.2,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-28 01:30:16,"2019","20863_20887M_2019",12589,1469934.2439644,2060640.2539466,"Spring19","20863_20887M_Spring19"
"46191","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862023286,"true","2019-03-28 05:00:18.000",-78.4515652,40.3347225,"DMAP North:166.3",1.4,"val. GPS-3D",325.85,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-28 05:00:18,"2019","20863_20887M_2019",12602,1469999.39149892,2060562.0325053,"Spring19","20863_20887M_Spring19"
"46192","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862023501,"true","2019-03-28 08:30:23.000",-78.4521253,40.3347764,"DMAP North:166.3",1.4,"val. GPS-3D",374.42,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-28 08:30:23,"2019","20863_20887M_2019",12605,1469951.89910852,2060559.34386592,"Spring19","20863_20887M_Spring19"
"46193","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862023716,"true","2019-03-28 12:00:25.000",-78.4526554,40.3340869,"DMAP North:166.3",1.2,"val. GPS-3D",415.16,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-28 12:00:25,"2019","20863_20887M_2019",12602,1469922.11012753,2060475.25306706,"Spring19","20863_20887M_Spring19"
"46194","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862023918,"true","2019-03-28 15:30:19.000",-78.4519671,40.3331752,"DMAP North:166.3",1.2,"val. GPS-3D",438.6,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-28 15:30:19,"2019","20863_20887M_2019",12594,1469997.78231369,2060385.45331055,"Spring19","20863_20887M_Spring19"
"46195","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862024121,"true","2019-03-28 19:00:19.000",-78.4520296,40.3337609,"DMAP North:166.3",1,"val. GPS-3D",436.16,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-28 19:00:19,"2019","20863_20887M_2019",12600,1469980.61504378,2060448.98909655,"Spring19","20863_20887M_Spring19"
"46196","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862024344,"true","2019-03-28 22:30:33.000",-78.4495386,40.3345494,"DMAP North:166.3",1,"val. GPS-3D",422.65,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-28 22:30:33,"2019","20863_20887M_2019",12614,1470170.78361005,2060574.17758886,"Spring19","20863_20887M_Spring19"
"46197","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862024544,"true","2019-03-29 02:00:26.000",-78.4453543,40.3339591,"DMAP North:166.3",1.2,"val. GPS-3D",298.99,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-29 02:00:26,"2019","20863_20887M_2019",12593,1470529.42547286,2060573.61796661,"Spring19","20863_20887M_Spring19"
"46198","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862024747,"true","2019-03-29 05:30:21.000",-78.4450366,40.3341421,"DMAP North:166.3",1.6,"val. GPS-3D",457.38,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-29 05:30:21,"2019","20863_20887M_2019",12595,1470551.99020394,2060598.66360904,"Spring19","20863_20887M_Spring19"
"46199","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862024944,"true","2019-03-29 09:00:12.000",-78.4458069,40.3332078,"DMAP North:166.3",1.2,"val. GPS-3D",357.09,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-29 09:00:12,"2019","20863_20887M_2019",12591,1470507.32641354,2060483.91323538,"Spring19","20863_20887M_Spring19"
"46200","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862025171,"true","2019-03-29 12:30:27.000",-78.4488598,40.3330657,"DMAP North:166.3",1.2,"val. GPS-3D",397.3,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-29 12:30:27,"2019","20863_20887M_2019",12615,1470257.3838975,2060421.24486269,"Spring19","20863_20887M_Spring19"
"46201","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862025380,"true","2019-03-29 16:00:23.000",-78.4489515,40.3332718,"DMAP North:166.3",1.2,"val. GPS-3D",401.25,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-29 16:00:23,"2019","20863_20887M_2019",12596,1470245.56881919,2060442.52854255,"Spring19","20863_20887M_Spring19"
"46202","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862025579,"true","2019-03-29 19:30:17.000",-78.4490118,40.3331049,"DMAP North:166.3",1.2,"val. GPS-3D",392.18,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-29 19:30:17,"2019","20863_20887M_2019",12594,1470243.99198677,2060423.2207308,"Spring19","20863_20887M_Spring19"
"46203","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862025798,"true","2019-03-29 23:00:28.000",-78.444682,40.3358451,"DMAP North:166.3",1,"val. GPS-3D",398.42,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-29 23:00:28,"2019","20863_20887M_2019",12611,1470546.47985822,2060791.65977935,"Spring19","20863_20887M_Spring19"
"46204","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862025994,"true","2019-03-30 02:30:17.000",-78.4527523,40.3361661,"DMAP North:166.3",1.2,"val. GPS-3D",362.63,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-30 02:30:17,"2019","20863_20887M_2019",12589,1469871.51988528,2060702.72573959,"Spring19","20863_20887M_Spring19"
"46205","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862026201,"true","2019-03-30 06:00:20.000",-78.4533794,40.3355294,"DMAP North:166.3",1.4,"val. GPS-3D",408.82,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-30 06:00:20,"2019","20863_20887M_2019",12603,1469832.61659475,2060622.95636113,"Spring19","20863_20887M_Spring19"
"46206","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862026396,"true","2019-03-30 09:30:11.000",-78.4525778,40.3339564,"DMAP North:166.3",1.2,"val. GPS-3D",426.04,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-30 09:30:11,"2019","20863_20887M_2019",12591,1469931.20880481,2060462.07701532,"Spring19","20863_20887M_Spring19"
"46207","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862026606,"true","2019-03-30 13:00:12.000",-78.45366,40.3325201,"DMAP North:166.3",1,"val. GPS-3D",474.84,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-30 13:00:12,"2019","20863_20887M_2019",12601,1469870.97898579,2060287.24677703,"Spring19","20863_20887M_Spring19"
"46208","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862026810,"true","2019-03-30 16:30:11.000",-78.4529842,40.332761,"DMAP North:166.3",1.2,"val. GPS-3D",443.33,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-30 16:30:11,"2019","20863_20887M_2019",12599,1469922.02080238,2060324.18023962,"Spring19","20863_20887M_Spring19"
"46209","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862027013,"true","2019-03-30 20:00:12.000",-78.4533442,40.3325696,"DMAP North:166.3",1,"val. GPS-3D",425.11,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-30 20:00:12,"2019","20863_20887M_2019",12601,1469896.12193002,2060297.56005726,"Spring19","20863_20887M_Spring19"
"46210","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862027251,"true","2019-03-30 23:30:45.000",-78.4523182,40.3330158,"DMAP North:166.3",1.2,"val. GPS-3D",431.64,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-30 23:30:45,"2019","20863_20887M_2019",12633,1469971.96592575,2060362.4938183,"Spring19","20863_20887M_Spring19"
"46211","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862027432,"true","2019-03-31 03:00:11.000",-78.4533843,40.3363298,"DMAP North:166.3",1.2,"val. GPS-3D",369.03,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-31 03:00:11,"2019","20863_20887M_2019",12566,1469815.82585301,2060711.02223678,"Spring19","20863_20887M_Spring19"
"46212","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862027646,"true","2019-03-31 06:30:12.000",-78.4519292,40.3346046,"DMAP North:166.3",1.2,"val. GPS-3D",421.6,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-31 06:30:12,"2019","20863_20887M_2019",12601,1469971.65780398,2060543.44444739,"Spring19","20863_20887M_Spring19"
"46213","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862027867,"true","2019-03-31 10:00:26.000",-78.4525758,40.334455,"DMAP North:166.3",1.4,"val. GPS-3D",419.54,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-31 10:00:26,"2019","20863_20887M_2019",12614,1469921.16718084,2060517.01440782,"Spring19","20863_20887M_Spring19"
"46214","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862028058,"true","2019-03-31 13:30:11.000",-78.4524392,40.3329658,"DMAP North:166.3",1,"val. GPS-3D",453.63,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-31 13:30:11,"2019","20863_20887M_2019",12585,1469962.96774633,2060355.1246434,"Spring19","20863_20887M_Spring19"
"46215","Y",20863,717076,4468110,20863,20887,"2874North",NA,2019,3,24,"Drop","Private","Jim Russell","17N","J","M",6.3,"GPS Collar",NA,"N",NA,31252,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20863_20887","20863_20887M",15862028263,"true","2019-03-31 17:00:11.000",-78.4526016,40.3322043,"DMAP North:166.3",1.2,"val. GPS-3D",404.9,"gps",NA,31252,"DMA White-tailed Deer 2019 Pennsylvania USA",2019-03-31 17:00:11,"2019","20863_20887M_2019",12600,1469965.10633001,2060268.7664665,"Spring19","20863_20887M_Spring19"
